week,month,year,TEHSILS,TOTAL SPOTS VISITED,TOTAL AREA VISITED,temperature_2m_mean,temperature_2m_max,temperature_2m_min,dew_point_2m_mean,daily_gdd,weekly_gdd,cumulative_gdd,N,P,K,humidity,ph,rainfall,W. FLY (%),JASSID (%),THRIPS (%),M.BUG (%),MITES (%),APHIDS (%),DUSKY COTTON BUG (%),SBW (%),PBW (%),ABW (%),Army Worm (%)
1,5,2022,hasilpur,24,109.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,107.0,5.0,45.0,90.45261746,6.703270635,61.71111448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.583333333333336
1,5,2022,bahawalnagar,13,60.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,85.0,58.0,41.0,80.31964408,7.038096361,226.6555374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,haroon abad,7,37.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,118.0,32.0,15.0,60.11680815,6.204090835,64.61444234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,fort abbas,14,65.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,20.0,70.0,21.0,63.18180319,5.607808432,62.49190812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,minchinabad,13,57.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,36.0,58.0,18.0,60.49244602,5.607808432,73.77063744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,chishtian,13,37.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,14.0,60.0,19.0,84.28187572,5.513697923,110.6956184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,rahim yar khan,8,17.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,28.0,65.0,45.0,47.40519056,6.878498176,59.49373381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,khan pur,9,36.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,39.0,131.0,44.0,59.33157782,7.762647875,98.66679427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,liaquat pur,16,53.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,36.0,64.0,19.0,82.3207629,5.731535258,69.31153566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,sadiqabad,10,39.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,28.0,55.0,197.0,87.1269128,6.224066378,104.6252153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,d.g. khan,28,98.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,63.0,43.0,19.0,55.53128131,6.641906353,90.988051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,taunsa,13,50.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,35.0,37.0,34.0,43.35365671,5.833302165,90.82097601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,kot chutta,16,59.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,15.0,56.0,49.0,69.96100028,6.381975465,166.5712879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,muzaffargarh,6,16.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,74.0,70.0,31.0,19.63719995,7.163043872,28.75226067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,kot addu,5,10.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,66.0,63.0,36.0,78.8086068,7.095413294,49.61865305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,ali pur,22,212.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,82.0,7.0,25.0,52.22780489,6.687088098,117.6102915,0.0,20.454545454545457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,jatoi,20,123.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,116.0,55.0,55.0,80.90424543,6.744966312,83.75937135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,layyah,22,84.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,69.0,37.0,42.0,83.37011772,7.073453503,251.0549998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,chobara,25,73.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,24.0,63.0,198.0,90.72351622,5.935344406,108.2166601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,karor lal esan,20,52.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,14.0,23.0,25.0,47.71875722,7.214078621,58.54876687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,rajanpur,27,77.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,74.0,35.0,40.0,80.15836264,6.980400905,242.8640342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,jampur,33,114.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,34.0,56.0,17.0,93.96834049,5.547594847,104.6843243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,rojhan,18,91.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,52.0,52.0,42.0,52.10010827,6.365956658,111.2948115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,jhang,11,66.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,97.0,59.0,43.0,84.04403589,6.286500176,271.3586137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,18-hazari,14,48.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,81.0,62.0,25.0,78.45959697,4.755273631,133.1914419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,a.p. sial,18,64.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,84.0,126.0,45.0,58.52534263,5.902103172,26.23838511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,shorkot,8,15.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,93.0,60.0,25.0,94.65904123,5.696205468,195.7733251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,t.t. singh,18,28.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,92.0,38.0,31.0,90.72351622,6.291540278,115.3611268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,gojra,17,33.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,27.0,26.0,17.0,94.96218673,4.74910393,112.7715925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,pir mahal,11,25.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,117.0,7.0,195.0,85.72530641,5.131779302,48.80253285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,sumundri,12,19.5,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,36.0,59.0,15.0,94.17756725,6.661957897,74.91559514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,tandlianwala,15,33.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,42.0,30.0,43.0,90.45773041,7.339320929,171.6516396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.666666666666664
1,5,2022,mianwali,4,18.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,84.0,51.0,35.0,80.64416466,6.043304899,197.9791215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,piplan,4,5.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,25.0,11.0,24.0,82.11319791,6.310699968,103.6838922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,isa khel,3,8.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,21.0,22.0,14.0,84.8593608,6.527541661,102.0861694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,bhakkar,13,26.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,32.0,133.0,16.0,83.37011772,5.566704378,24.84266123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,mankera,3,4.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,25.0,51.0,22.0,82.7883708,6.267684328,112.3982055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,kallor kot,5,13.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,29.0,7.0,15.0,62.50453062,7.106650373,77.71566883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5,2022,darya khan,4,15.0,35.30768,44.238926,26.596071,2.2663097,20.0,140.0,187.57952690124512,22.0,43.0,47.0,93.12859895,7.380396262,103.8235658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,multan,37,162.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,91.0,53.0,40.0,81.41753846,5.386167788,264.6148697,43.78378378378378,7.297297297297297,0.0,0.0,0.0,14.594594594594595,0.0,0.0,0.0,0.0,21.89189189189189
3,5,2022,shujabad,26,171.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,100.0,62.0,47.0,88.95692783,6.958054839,175.6086697,14.615384615384613,29.615384615384617,14.615384615384613,0.0,0.0,14.615384615384613,0.0,0.0,0.0,0.0,14.615384615384613
3,5,2022,jalal pur p.w,27,215.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,27.0,23.0,53.0,61.53278622,5.570020684,105.6499907,27.40740740740741,27.40740740740741,0.0,0.0,0.0,0.0,0.0,0.0,13.703703703703704,0.0,0.0
3,5,2022,khanewal,36,371.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,89.0,54.0,38.0,83.5352163,6.685346424,230.4462359,0.0,7.777777777777778,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,jahanian,31,209.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,13.0,123.0,203.0,94.72981338,6.644205485,194.5921148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32258064516129
3,5,2022,kabir wala,30,193.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,56.0,37.0,38.0,85.49938185,6.176644228,34.96933295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
3,5,2022,mian channu,37,186.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,96.0,121.0,202.0,93.25638873,6.390741836,49.29456609,7.297297297297297,7.297297297297297,7.297297297297297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.18918918918919
3,5,2022,vehari,26,143.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,26.0,57.0,21.0,68.01232937,6.165084855,95.84253438,14.615384615384613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.615384615384613
3,5,2022,mailsi,30,244.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,86.0,58.0,45.0,69.69366426,6.969883483,291.2986618,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
3,5,2022,burewala,22,82.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,24.0,41.0,22.0,55.97732754,6.237861736,54.7657624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,lodhran,42,231.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,68.0,58.0,38.0,83.03322691,6.336253525,221.2091958,0.0,0.0,0.0,0.0,0.0,5.714285714285714,0.0,0.0,0.0,0.0,0.0
3,5,2022,dunya pur,41,280.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,21.0,39.0,15.0,89.64934166,6.950300686,43.4826194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,kehror pacca,43,264.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,77.0,60.0,47.0,80.02130636,5.887263027,148.3003692,21.62790697674419,0.0,10.930232558139535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,sahiwal,39,208.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,78.0,58.0,44.0,80.88684822,5.108681786,284.4364567,13.076923076923075,0.0,13.076923076923075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667
3,5,2022,chicha watni,35,193.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,18.0,54.0,38.0,55.51673151,6.052026047,55.51932414,32.57142857142858,0.0,16.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.57142857142857
3,5,2022,pak pattan,21,117.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,6.0,8.0,21.0,91.52781832,6.494251024,284.4364567,45.23809523809524,22.857142857142858,0.0,0.0,0.0,0.0,22.857142857142858,0.0,0.0,0.0,68.0952380952381
3,5,2022,arif wala,17,58.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,28.0,54.0,201.0,81.01009354,7.028746406,102.6958703,69.41176470588236,69.41176470588236,0.0,0.0,0.0,0.0,34.70588235294118,0.0,0.0,0.0,0.0
3,5,2022,okara,17,29.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,93.0,56.0,36.0,82.05687182,6.98435366,185.2773389,0.0,34.70588235294118,0.0,0.0,0.0,0.0,34.70588235294118,0.0,0.0,0.0,172.94117647058823
3,5,2022,renala khurd,19,40.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,0.0,145.0,21.0,94.63548176,6.769415888,106.060149,27.89473684210526,27.89473684210526,0.0,0.0,0.0,0.0,27.89473684210526,0.0,0.0,0.0,83.15789473684211
3,5,2022,depalpur,13,61.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,111.0,74.0,78.0,34.13307843,5.570290539,137.2279662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.23076923076923
3,5,2022,bahawalpur,60,339.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,5.0,28.0,35.0,91.06053924,7.26158085,91.76071648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,a.p.east,44,420.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,3.0,120.0,42.0,91.91185319,6.160267496,122.2103248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,yazman,46,247.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,2.0,37.0,16.0,83.58760316,6.047906679,77.33795356,0.0,0.0,4.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,hasilpur,42,205.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,59.0,94.0,196.0,17.86754927,4.548202098,65.3973168,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,bahawalnagar,25,157.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,85.0,58.0,41.0,80.31964408,7.038096361,226.6555374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
3,5,2022,haroon abad,18,157.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,30.0,63.0,205.0,51.08494181,6.504906979,69.21803098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,fort abbas,25,137.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,23.0,85.0,15.0,18.15302753,7.592490617,34.96933295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,minchinabad,16,73.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,16.0,38.0,44.0,91.14723422,6.052026047,91.82271568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,chishtian,18,78.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,114.0,60.0,16.0,89.07866095,5.384762927,122.4073418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,rahim yar khan,24,145.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,31.0,34.0,203.0,88.80391021,6.305740522,65.80006004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,khan pur,17,114.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,32.0,18.0,22.0,14.77959596,6.027707171,83.74879344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,liaquat pur,18,75.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,12.0,22.0,45.0,93.84150618,7.080506001,119.0856171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,sadiqabad,19,133.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,117.0,48.0,24.0,93.06134398,6.923509371,95.94035356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,d.g. khan,42,156.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,63.0,43.0,19.0,55.53128131,6.641906353,90.988051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,taunsa,25,96.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,16.0,21.0,23.0,68.79427388,6.854011265,109.024141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,kot chutta,30,170.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,85.0,31.0,21.0,81.40297428,6.803094965,106.128338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,muzaffargarh,13,29.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,59.0,45.0,197.0,41.55934359,7.207991261,99.72430835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,kot addu,10,21.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,140.0,7.0,21.0,83.88504863,6.451499764,100.1737964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,ali pur,50,216.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,23.0,140.0,24.0,67.99257471,6.216814453,40.77872823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,jatoi,26,131.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,85.0,75.0,18.0,88.87651295,7.313517308,105.8841531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,5,2022,layyah,46,197.0,36.856483,45.19607,28.874645,4.9948807,20.0,140.0,227.57952690124512,69.0,37.0,42.0,83.37011772,7.073453503,251.0549998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
